#----it----------t----------dt-------urms-------umax--------oum-------rhom---
     3160       0.00071  2.22E-07  3.490E+01   6.70E+01   1.37E+04    1.0000
     3170       0.00071  2.22E-07  3.517E+01   6.79E+01   1.11E+04    1.0000
     3180       0.00071  2.22E-07  3.523E+01   6.73E+01   1.09E+04    1.0000
     3190       0.00071  2.22E-07  3.581E+01   6.82E+01   1.52E+04    1.0000
     3200       0.00071  2.22E-07  3.570E+01   6.72E+01   1.18E+04    1.0000
     3210       0.00072  2.22E-07  3.553E+01   6.78E+01   1.01E+04    1.0000
     3220       0.00072  2.22E-07  3.548E+01   6.87E+01   8.86E+03    1.0000
     3230       0.00072  2.22E-07  3.565E+01   6.85E+01   1.02E+04    1.0000
     3240       0.00072  2.22E-07  3.586E+01   6.93E+01   1.15E+04    1.0000
     3250       0.00073  2.22E-07  3.591E+01   6.96E+01   1.33E+04    1.0000
     3260       0.00073  2.22E-07  3.569E+01   6.94E+01   1.39E+04    1.0000
